Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Discount tier 1 (min qty) (product.metafields.custom.discount_tier1_qty),Discount tier 2 (min qty) (product.metafields.custom.discount_tier2_qty),Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Scent (product.metafields.shopify.scent),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ekcoscreen-orange-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-4O-V5.jpg?v=1775132824,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-orange-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-4O-V3.jpg?v=1775132810,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-orange-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-4O-V4.jpg?v=1775132814,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-orange-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-4O-V6.jpg?v=1775132823,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-orange-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-4O-V2.jpg?v=1775132803,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-blue-fresh,"ëkcoscreen 60+ blue / fresh, pack of 2","<p class=""s5"">ëkcoscreen is a fragranced urinal screen lasting for 60+ days and designed to eliminate urine splashes with its 95% patented bristle system (Sealed Bristles Technology™), designed to deliver a cleaner, more comfortable experience by minimizing urine splashback and unpleasant odors. Manufactured from a proprietary material infused with a deodorant-based fragrance, it ensures a gradual release for 60+ days, lasting twice as long as standard market alternatives.</p>
<p class=""s5""><span class=""s4""><img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1_87dfb056-6b07-4e9e-a53b-fcb384d3d7b2.jpg?v=1773263101"" alt=""""></span></p>
<p class=""s5""><span class=""s4"">Designed for high-traffic restrooms in restaurants, bars, airports, shopping malls, and other hygiene-focused facilities, </span><span class=""s4"">ëkcoscreen</span><span class=""s4""> enhances cleanliness and odor control.</span></p>
<p class=""s5""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic</span><span class=""s4"">, </span><span class=""s4"">ëkcoscreen</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, ensuring 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in </span><span class=""s4"">an</span><span class=""s4""> eco-friendly cellophane bag, reducing environmental impact.</span></p>
<p class=""s3""><strong><span class=""s2"">ëkcoscreen</span><span class=""s2""> provides effective odor control, hygiene enhancement, and sustainability in high-traffic restroom environments.</span></strong></p>
<p class=""s3""><span> <img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-2_dc4b3b09-e6ae-40b9-8685-06e0c62103e3.jpg?v=1773263101"" alt=""""></span></p>
<p class=""s3""><span class=""s2"">Key b</span><span class=""s2"">enefits:</span></p>
<div class=""s9"">
<meta charset=""utf-8"">
<ul>
<li class=""s9""><span class=""s4"">Patented anti-splash bristles cover 95% of the screen surface to help protect users from unwanted splashback and keep surrounding area cleaner</span></li>
<li class=""s9"">
<span class=""s4"">Patented material infused with a deodorant-based fragrance that releases gradually</span><span class=""s4""> for 60+ days</span>
</li>
<li class=""s9""><span class=""s4"">Up to double the longevity and intensity of fragrance compared to standard market products</span></li>
<li class=""s9""><span class=""s4"">Specially designed for high-traffic restrooms, such as in restaurants, bars, airports, shopping malls, etc.</span></li>
<li class=""s9""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s9""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s9"">
<span class=""s4"">Non-toxic to the environment</span><span class=""s4"">, particularly</span><span class=""s4""> water sources</span>
</li>
<li class=""s9""><span class=""s4"">Ideal for waterless urinals</span></li>
<li class=""s9""><span class=""s4"">Unique design, wide range of colors, and pleasant fragrances</span></li>
<li class=""s9""><span class=""s4"">Option for private branding through material cutouts and printing</span></li>
</ul>
</div>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,EKS-3B,290.0,shopify,1467,deny,manual,15.98,,true,true,2.0,item,1,item,EKS-3B,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-3B-V1.jpg?v=1775132827,1,"",false,,,1746,,,,new,,,,,,,,,,,,,,blue-fresh,,fresh,,,,,,g,,,active
ekcoscreen-blue-fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-3B-V5.jpg?v=1775132824,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-blue-fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-3B-V3.jpg?v=1775132811,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-blue-fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-3B-V4.jpg?v=1775132820,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-blue-fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-3B-V6.jpg?v=1775132825,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-blue-fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-3B-V2.jpg?v=1775132804,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-green-apple,"ëkcoscreen 60+ green / apple, pack of 2","<p class=""s5"">ëkcoscreen is a fragranced urinal screen lasting for 60+ days and designed to eliminate urine splashes with its 95% patented bristle system (Sealed Bristles Technology™), designed to deliver a cleaner, more comfortable experience by minimizing urine splashback and unpleasant odors. Manufactured from a proprietary material infused with a deodorant-based fragrance, it ensures a gradual release for 60+ days, lasting twice as long as standard market alternatives.</p>
<p class=""s5""><span class=""s4""><img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1_87dfb056-6b07-4e9e-a53b-fcb384d3d7b2.jpg?v=1773263101"" alt=""""></span></p>
<p class=""s5""><span class=""s4"">Designed for high-traffic restrooms in restaurants, bars, airports, shopping malls, and other hygiene-focused facilities, </span><span class=""s4"">ëkcoscreen</span><span class=""s4""> enhances cleanliness and odor control.</span></p>
<p class=""s5""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic</span><span class=""s4"">, </span><span class=""s4"">ëkcoscreen</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, ensuring 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in </span><span class=""s4"">an</span><span class=""s4""> eco-friendly cellophane bag, reducing environmental impact.</span></p>
<p class=""s3""><strong><span class=""s2"">ëkcoscreen</span><span class=""s2""> provides effective odor control, hygiene enhancement, and sustainability in high-traffic restroom environments.</span></strong></p>
<p class=""s3""><span> <img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-2_dc4b3b09-e6ae-40b9-8685-06e0c62103e3.jpg?v=1773263101"" alt=""""></span></p>
<p class=""s3""><span class=""s2"">Key b</span><span class=""s2"">enefits:</span></p>
<div class=""s9"">
<meta charset=""utf-8"">
<ul>
<li class=""s9""><span class=""s4"">Patented anti-splash bristles cover 95% of the screen surface to help protect users from unwanted splashback and keep surrounding area cleaner</span></li>
<li class=""s9"">
<span class=""s4"">Patented material infused with a deodorant-based fragrance that releases gradually</span><span class=""s4""> for 60+ days</span>
</li>
<li class=""s9""><span class=""s4"">Up to double the longevity and intensity of fragrance compared to standard market products</span></li>
<li class=""s9""><span class=""s4"">Specially designed for high-traffic restrooms, such as in restaurants, bars, airports, shopping malls, etc.</span></li>
<li class=""s9""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s9""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s9"">
<span class=""s4"">Non-toxic to the environment</span><span class=""s4"">, particularly</span><span class=""s4""> water sources</span>
</li>
<li class=""s9""><span class=""s4"">Ideal for waterless urinals</span></li>
<li class=""s9""><span class=""s4"">Unique design, wide range of colors, and pleasant fragrances</span></li>
<li class=""s9""><span class=""s4"">Option for private branding through material cutouts and printing</span></li>
</ul>
</div>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,EKS-2G,290.0,shopify,836,deny,manual,15.98,,true,true,2.0,item,1,item,EKS-2G,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-2G-V1.jpg?v=1775132823,1,"",false,,,1746,,,,new,,,,,,,,,,,,,,green-apple,,apple,,,,,,g,,,active
ekcoscreen-green-apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-2G-V5.jpg?v=1775132821,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-green-apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-2G-V3.jpg?v=1775132810,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-green-apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-2G-V4.jpg?v=1775132806,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-green-apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-2G-V6.jpg?v=1775132820,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-green-apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-2G-V2.jpg?v=1775132807,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-purple-berry,"ëkcoscreen 60+ purple / berry, pack of 2","<p class=""s5"">ëkcoscreen is a fragranced urinal screen lasting for 60+ days and designed to eliminate urine splashes with its 95% patented bristle system (Sealed Bristles Technology™), designed to deliver a cleaner, more comfortable experience by minimizing urine splashback and unpleasant odors. Manufactured from a proprietary material infused with a deodorant-based fragrance, it ensures a gradual release for 60+ days, lasting twice as long as standard market alternatives.</p>
<p class=""s5""><span class=""s4""><img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1_87dfb056-6b07-4e9e-a53b-fcb384d3d7b2.jpg?v=1773263101"" alt=""""></span></p>
<p class=""s5""><span class=""s4"">Designed for high-traffic restrooms in restaurants, bars, airports, shopping malls, and other hygiene-focused facilities, </span><span class=""s4"">ëkcoscreen</span><span class=""s4""> enhances cleanliness and odor control.</span></p>
<p class=""s5""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic</span><span class=""s4"">, </span><span class=""s4"">ëkcoscreen</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, ensuring 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in </span><span class=""s4"">an</span><span class=""s4""> eco-friendly cellophane bag, reducing environmental impact.</span></p>
<p class=""s3""><strong><span class=""s2"">ëkcoscreen</span><span class=""s2""> provides effective odor control, hygiene enhancement, and sustainability in high-traffic restroom environments.</span></strong></p>
<p class=""s3""><span> <img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-2_dc4b3b09-e6ae-40b9-8685-06e0c62103e3.jpg?v=1773263101"" alt=""""></span></p>
<p class=""s3""><span class=""s2"">Key b</span><span class=""s2"">enefits:</span></p>
<div class=""s9"">
<meta charset=""utf-8"">
<ul>
<li class=""s9""><span class=""s4"">Patented anti-splash bristles cover 95% of the screen surface to help protect users from unwanted splashback and keep surrounding area cleaner</span></li>
<li class=""s9"">
<span class=""s4"">Patented material infused with a deodorant-based fragrance that releases gradually</span><span class=""s4""> for 60+ days</span>
</li>
<li class=""s9""><span class=""s4"">Up to double the longevity and intensity of fragrance compared to standard market products</span></li>
<li class=""s9""><span class=""s4"">Specially designed for high-traffic restrooms, such as in restaurants, bars, airports, shopping malls, etc.</span></li>
<li class=""s9""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s9""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s9"">
<span class=""s4"">Non-toxic to the environment</span><span class=""s4"">, particularly</span><span class=""s4""> water sources</span>
</li>
<li class=""s9""><span class=""s4"">Ideal for waterless urinals</span></li>
<li class=""s9""><span class=""s4"">Unique design, wide range of colors, and pleasant fragrances</span></li>
<li class=""s9""><span class=""s4"">Option for private branding through material cutouts and printing</span></li>
</ul>
</div>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,EKS-1P,290.0,shopify,576,deny,manual,15.98,,true,true,2.0,item,1,item,EKS-1P,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-1P-V1.jpg?v=1775132823,1,"",false,,,1746,,,,new,,,,,,,,,,,,,,purple-berry,,berry,,,,,,g,,,active
ekcoscreen-purple-berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-1P-V5.jpg?v=1775132824,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-purple-berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-1P-V3.jpg?v=1775132811,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-purple-berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-1P-V4.jpg?v=1775132823,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-purple-berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-1P-V6.jpg?v=1775132824,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekcoscreen-purple-berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/EKS-1P-V2.jpg?v=1775132806,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xcren-hd-purple-yellow-citrus,"xcrën HD 60+ yellow / citrus, pack of 2","<p class=""s5""><span class=""s4"">xcrën</span><span class=""s4""> HD is a fragranced urinal screen lasting for 60+ days and designed to prevent urine splashes with its 95% <meta charset=""utf-8"">patented bristle system (Sealed Bristles Technology™), designed to deliver a cleaner, more comfortable experience by minimizing urine splashback and unpleasant odors. </span><span class=""s4"">Manufactured</span><span class=""s4""> from a proprietary material infused with a deodorant-based fragrance, it provides a gradual release for 60+ days, lasting twice as long as standard market alternatives.</span><span class=""s4""></span></p>
<p class=""s5""><span class=""s4""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1.jpg?v=1771842015"" style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Designed for high-traffic restrooms in restaurants, bars, airports, shopping malls, and other hygiene-focused facilities, </span><span class=""s4"">xcrën</span><span class=""s4""> HD enhances cleanliness and odor control.</span></p>
<p class=""s5""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic</span><span class=""s4"">, </span><span class=""s4"">xcrën</span><span class=""s4""> HD is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, ensuring 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in </span><span class=""s4"">an</span><span class=""s4""> </span><span class=""s4"">eco-friendly</span><span class=""s4""> cellophane bag, reducing environmental impact.</span></p>
<p class=""s3""><strong><span class=""s2"">xcrën</span><span class=""s2""> HD ensures optimal hygiene, odor control, and sustainability in high-traffic restroom environments.</span></strong><strong><span class=""s2""></span></strong></p>
<p class=""s3""><strong><span class=""s2""><img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-2.jpg?v=1771842013"" alt=""""></span></strong></p>
<p dir=""ltr""><span>Key benefits:</span></p>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Patented anti-splash bristles cover 95% of the screen surface to help protect users from unwanted splashback and keep surrounding area cleaner</span></p>
</li>
</ul>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Proprietary material infused with a deodorant-based fragrance that releases gradually for 60+ days</span></p>
</li>
</ul>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Up to double the longevity and intensity of fragrance compared to standard market products</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Specially designed for high-traffic restrooms, such as in restaurants, bars, airports, shopping malls, etc.</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>100% recyclable and also biodegradable</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Packaged in an eco-friendly cellophane bag</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Complies with European VOC standards</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Non-toxic to the environment, particularly water sources</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Perfect for waterless urinals</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Unique design, wide range of colors, and pleasant fragrances</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Option for private branding through material cutouts or printing</span></p>
</li>
</ul>
<p class=""s3""> </p>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,XHD-13C,250.0,shopify,102,deny,manual,17.98,,true,true,2.0,item,1,item,XHD-13C,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-13C-V1.jpg?v=1775132628,1,"",false,,,1746,,,,new,,,,,,,,,,,,,,yellow-citrus,,citrus,,,,,,g,,,active
xcren-hd-purple-yellow-citrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-13C-V3.jpg?v=1775132622,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xcren-hd-purple-yellow-citrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-13C-V2.jpg?v=1775132617,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xcren-hd-pruple-lavender,"xcrën HD 60+ purple / lavender, pack of 2","<p class=""s5""><span class=""s4"">xcrën</span><span class=""s4""> HD is a fragranced urinal screen lasting for 60+ days and designed to prevent urine splashes with its 95% <meta charset=""utf-8"">patented bristle system (Sealed Bristles Technology™), designed to deliver a cleaner, more comfortable experience by minimizing urine splashback and unpleasant odors. </span><span class=""s4"">Manufactured</span><span class=""s4""> from a proprietary material infused with a deodorant-based fragrance, it provides a gradual release for 60+ days, lasting twice as long as standard market alternatives.</span><span class=""s4""></span></p>
<p class=""s5""><span class=""s4""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1.jpg?v=1771842015"" style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Designed for high-traffic restrooms in restaurants, bars, airports, shopping malls, and other hygiene-focused facilities, </span><span class=""s4"">xcrën</span><span class=""s4""> HD enhances cleanliness and odor control.</span></p>
<p class=""s5""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic</span><span class=""s4"">, </span><span class=""s4"">xcrën</span><span class=""s4""> HD is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, ensuring 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in </span><span class=""s4"">an</span><span class=""s4""> </span><span class=""s4"">eco-friendly</span><span class=""s4""> cellophane bag, reducing environmental impact.</span></p>
<p class=""s3""><strong><span class=""s2"">xcrën</span><span class=""s2""> HD ensures optimal hygiene, odor control, and sustainability in high-traffic restroom environments.</span></strong><strong><span class=""s2""></span></strong></p>
<p class=""s3""><strong><span class=""s2""><img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-2.jpg?v=1771842013"" alt=""""></span></strong></p>
<p dir=""ltr""><span>Key benefits:</span></p>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Patented anti-splash bristles cover 95% of the screen surface to help protect users from unwanted splashback and keep surrounding area cleaner</span></p>
</li>
</ul>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Proprietary material infused with a deodorant-based fragrance that releases gradually for 60+ days</span></p>
</li>
</ul>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Up to double the longevity and intensity of fragrance compared to standard market products</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Specially designed for high-traffic restrooms, such as in restaurants, bars, airports, shopping malls, etc.</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>100% recyclable and also biodegradable</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Packaged in an eco-friendly cellophane bag</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Complies with European VOC standards</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Non-toxic to the environment, particularly water sources</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Perfect for waterless urinals</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Unique design, wide range of colors, and pleasant fragrances</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Option for private branding through material cutouts or printing</span></p>
</li>
</ul>
<p class=""s3""> </p>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,XHD-12P,250.0,shopify,63,deny,manual,17.98,,true,true,2.0,item,1,item,XHD-12P,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-12P-V1.jpg?v=1775132628,1,"",false,,,1746,,,,new,,,,,,,,,,,,,,purple-lavender,,lavender,,,,,,g,,,active
xcren-hd-pruple-lavender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-12P-V3.jpg?v=1775132627,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xcren-hd-pruple-lavender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-12P-V2.jpg?v=1775132616,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
